StartTime:Replica:FinishTime:OperationTime:Result:Access:Type
450:0:507:57:beginning:r:tx stocklevel
498:0:510:12:beginning:w:tx neworder
514:0:517:3:beginning:w:tx payment 02
473:0:518:45:beginning:r:tx stocklevel
542:0:546:4:beginning:w:tx payment 02
518:0:552:34:processing:r:tx stocklevel
546:0:562:16:processing:w:tx payment 02
508:0:583:75:processing:r:tx stocklevel
586:0:588:2:beginning:w:tx delivery
583:0:595:12:committing:r:tx stocklevel
162:0:595:433:commit:r:tx stocklevel
552:0:595:43:committing:r:tx stocklevel
411:0:595:184:commit:r:tx stocklevel
610:0:610:0:aborting:w:tx neworder
607:0:613:6:beginning:w:tx payment 02
588:0:625:37:processing:w:tx delivery
562:0:627:65:committing:w:tx payment 02
180:0:627:447:commit:w:tx payment 02
623:0:628:5:beginning:w:tx neworder
628:0:629:1:aborting:w:tx payment 02
630:0:630:0:aborting:w:tx payment 02
639:0:642:3:beginning:w:tx neworder
664:0:665:1:beginning:w:tx neworder
628:0:670:42:processing:w:tx neworder
642:0:681:39:processing:w:tx neworder
696:0:698:2:beginning:w:tx payment 02
698:0:709:11:processing:w:tx payment 02
710:0:711:1:aborting:w:tx payment 02
722:0:724:2:beginning:w:tx neworder
743:0:746:3:beginning:w:tx neworder
724:0:749:25:processing:w:tx neworder
750:0:751:1:aborting:w:tx neworder
625:0:752:127:committing:w:tx delivery
539:0:752:213:commit:w:tx delivery
757:0:762:5:beginning:w:tx neworder
759:0:763:4:beginning:w:tx neworder
763:0:785:22:processing:w:tx neworder
762:0:786:24:beginning:r:tx stocklevel
763:0:788:25:beginning:w:tx payment 02
763:0:788:25:beginning:w:tx payment 02
762:0:788:26:beginning:w:tx payment 02
763:0:788:25:beginning:r:tx stocklevel
763:0:789:26:beginning:w:tx payment 02
762:0:793:31:beginning:w:tx neworder
786:0:799:13:processing:r:tx stocklevel
762:0:800:38:processing:w:tx neworder
788:0:805:17:processing:r:tx stocklevel
746:0:817:71:processing:w:tx neworder
788:0:817:29:processing:w:tx payment 02
793:0:821:28:processing:w:tx neworder
788:0:821:33:processing:w:tx payment 02
788:0:822:34:processing:w:tx payment 02
789:0:823:34:processing:w:tx payment 02
799:0:824:25:committing:r:tx stocklevel
594:0:824:230:commit:r:tx stocklevel
824:0:824:0:aborting:w:tx neworder
805:0:825:20:committing:r:tx stocklevel
824:0:825:1:aborting:w:tx neworder
825:0:825:0:aborting:w:tx payment 02
826:0:826:0:aborting:w:tx payment 02
826:0:827:1:aborting:w:tx neworder
824:0:826:2:aborting:w:tx neworder
824:0:826:2:aborting:w:tx payment 02
709:0:825:116:commit:r:tx stocklevel
826:0:827:1:aborting:w:tx payment 02
832:0:839:7:beginning:w:tx neworder
861:0:863:2:beginning:w:tx neworder
840:0:877:37:processing:w:tx neworder
878:0:878:0:aborting:w:tx neworder
863:0:884:21:processing:w:tx neworder
891:0:892:1:aborting:w:tx neworder
910:0:912:2:beginning:w:tx neworder
916:0:917:1:beginning:w:tx payment 02
917:0:920:3:processing:w:tx payment 02
921:0:921:0:aborting:w:tx payment 02
912:0:930:18:processing:w:tx neworder
932:0:932:0:aborting:w:tx neworder
951:0:953:2:beginning:w:tx neworder
962:0:963:1:beginning:w:tx neworder
971:0:973:2:beginning:w:tx payment 02
963:0:980:17:processing:w:tx neworder
977:0:985:8:beginning:w:tx neworder
973:0:986:13:processing:w:tx payment 02
986:0:986:0:aborting:w:tx payment 02
986:0:991:5:aborting:w:tx neworder
997:0:998:1:beginning:w:tx payment 02
1002:0:1003:1:beginning:w:tx payment 02
1007:0:1008:1:beginning:w:tx payment 02
1065:0:1066:1:beginning:w:tx neworder
1074:0:1075:1:beginning:w:tx payment 02
1136:0:1137:1:beginning:w:tx neworder
1137:0:1138:1:beginning:w:tx payment 02
1135:0:1139:4:beginning:w:tx payment 02
1139:0:1141:2:beginning:r:tx stocklevel
1141:0:1144:3:processing:r:tx stocklevel
1144:0:1144:0:committing:r:tx stocklevel
1139:0:1144:5:commit:r:tx stocklevel
1157:0:1159:2:beginning:w:tx neworder
1191:0:1195:4:beginning:w:tx neworder
1210:0:1213:3:beginning:r:tx stocklevel
1213:0:1223:10:processing:r:tx stocklevel
1223:0:1223:0:committing:r:tx stocklevel
1191:0:1223:32:commit:r:tx stocklevel
1231:0:1233:2:beginning:w:tx delivery
1239:0:1250:11:beginning:w:tx neworder
670:0:1261:591:committing:w:tx neworder
498:0:1261:763:commit:w:tx neworder
681:0:1262:581:committing:w:tx neworder
496:0:1262:766:commit:w:tx neworder
1262:0:1262:0:aborting:w:tx neworder
1264:0:1270:6:beginning:w:tx neworder
1264:0:1271:7:beginning:w:tx neworder
1264:0:1278:14:beginning:w:tx payment 02
1265:0:1278:13:beginning:w:tx delivery
1271:0:1299:28:processing:w:tx neworder
1300:0:1301:1:aborting:w:tx neworder
1302:0:1303:1:beginning:w:tx payment 02
1302:0:1325:23:beginning:r:tx orderstatus 02
1321:0:1326:5:beginning:w:tx payment 02
1325:0:1331:6:processing:r:tx orderstatus 02
1331:0:1332:1:committing:r:tx orderstatus 02
1277:0:1332:55:commit:r:tx orderstatus 02
1332:0:1333:1:beginning:r:tx stocklevel
1333:0:1335:2:processing:r:tx stocklevel
1335:0:1335:0:committing:r:tx stocklevel
1332:0:1335:3:commit:r:tx stocklevel
